index,smiles,canonical_smiles,fold
3542,COC1=NCC2(C)CN12,COC1=NCC2(C)CN12,3
3543,CC(CO)(CO)CO,CC(CO)(CO)CO,4
3544,CCN1CC(C1)(C=O)O,CCN1CC(O)(C=O)C1,1
3545,c1c(cnc(c1N)N)O,Nc1cc(O)cnc1N,1
3546,OC12CCCC1C=CC2,OC12CC=CC1CCC2,3
3547,O=CC12NC1C1CC21,O=CC12NC1C1CC12,4
3548,OC1COC(=O)OC1=N,N=C1OC(=O)OCC1O,3
3549,N#CC1C2C3CCC3N12,N#CC1C2C3CCC3N12,0
3550,CC(=O)CC=O,CC(=O)CC=O,3
3551,CCC(C)(NC=O)C#C,C#CC(C)(CC)NC=O,2
3552,CC1C2C(C#C)C1C2=O,C#CC1C2C(=O)C1C2C,0
3553,C(=O)NC(=O)C(=N)N,N=C(N)C(=O)NC=O,4
3554,c1c(c(c(nn1)F)N)F,Nc1c(F)cnnc1F,0
3555,O=COC1CC2(CO2)C1,O=COC1CC2(CO2)C1,0
3556,OCC12C3C1C1C3CC21,OCC12C3CC4C3C1C42,0
3557,CC1CCC2(CN12)C#N,CC1CCC2(C#N)CN12,3
3558,CC1(CC#N)CC1C#N,CC1(CC#N)CC1C#N,1
3559,CC1CC2(O)C(C=O)C12,CC1CC2(O)C(C=O)C12,2
3560,CC1(O)C2C3N2CC13O,CC1(O)C2C3N2CC31O,0
3561,CC(O)C(C)C1CO1,CC(O)C(C)C1CO1,3
3562,CCC(CC)(CC#C)O,C#CCC(O)(CC)CC,4
3563,CCC(=O)NC1(CC1)C,CCC(=O)NC1(C)CC1,0
3564,CC12CC3CCC1C3O2,CC12CC3CCC1C3O2,0
3565,CC1CCC(O)(CO)C1,CC1CCC(O)(CO)C1,2
3566,CC1(CC1(O)CO)C=O,CC1(C=O)CC1(O)CO,2
3567,CCNc1nnn(n1)C,CCNc1nnn(C)n1,4
3568,C1CC1(CN2CC2)O,OC1(CN2CC2)CC1,2
3569,c1c(c(nn1C=O)N)N,Nc1cn(C=O)nc1N,2
3570,CC1COCCC(C)=C1,CC1=CC(C)COCC1,1
3571,N#CC12CCC1C1NC21,N#CC12CCC1C1NC12,3
3572,CC1([NH2+]C2CC12)C([O-])=O,CC1(C(=O)[O-])[NH2+]C2CC21,3
3573,CC1C(O)C11CCC=C1,CC1C(O)C12C=CCC2,3
3574,c1c(n[nH]c1N2CC2)N,Nc1cc(N2CC2)[nH]n1,2
3575,OC1=C(NN=C1)OC=N,N=COc1[nH]ncc1O,3
3576,CC1(OC1C1CO1)C#N,CC1(C#N)OC1C1CO1,4
3577,COC1OC(=O)NC1C,COC1OC(=O)NC1C,1
3578,COC1=C(N)NC(=N)O1,COc1oc(=N)[nH]c1N,3
3579,C1CC2CC(C1)N=CO2,C1=NC2CCCC(C2)O1,3
3580,FC1=NNC(=N)C=C1,N=c1ccc(F)n[nH]1,3
3581,OCC1(CC#N)CC1O,N#CCC1(CO)CC1O,4
3582,c1c(c([nH]c1O)O)C#N,N#Cc1cc(O)[nH]c1O,4
3583,CC1(C)CCCOC1=N,CC1(C)CCCOC1=N,3
3584,c1c2c(oc(=O)[nH]2)on1,O=c1[nH]c2cnoc2o1,1
3585,Cc1ccnc(n1)N,Cc1ccnc(N)n1,0
3586,CCC(C)(O)C(=O)C#N,CCC(C)(O)C(=O)C#N,3
3587,C1NC11COCC=CC1,C1=CCC2(CN2)COC1,4
3588,O=C1C(C2CC2)C2CN12,O=C1C(C2CC2)C2CN12,4
3589,CC(O)CC1COC1,CC(O)CC1COC1,2
3590,c1c(ocn1)C(=O)CO,O=C(CO)c1cnco1,2
3591,CCC1C(C#N)C2CN12,CCC1C(C#N)C2CN12,0
3592,C#CC1C2CCN=CN12,C#CC1C2CCN=CN12,1
3593,CC1CC(O)C11CCO1,CC1CC(O)C12CCO2,3
3594,CCC1CCC2OCC12,CCC1CCC2OCC12,3
3595,CC(C)(C)OC=O,CC(C)(C)OC=O,2
3596,OCC12C=CC3CC1N23,OCC12C=CC3CC1N32,2
3597,C1C(CN1)(C(F)(F)F)O,OC1(C(F)(F)F)CNC1,0
3598,CN1C2C3NC3C12CO,CN1C2C3NC3C21CO,0
3599,OCCCC1(CN1)C#C,C#CC1(CCCO)CN1,2
3600,CC1OCC=C(C)C1O,CC1=CCOC(C)C1O,0
3601,N=C1C=CNC(=N1)C#C,C#Cc1nc(=N)cc[nH]1,0
3602,C1C=CC(=O)N1C(=N)N,N=C(N)N1CC=CC1=O,2
3603,CCC12CCC3C1CC23,CCC12CCC3C1CC32,1
3604,OCC1CC1OCC=O,O=CCOC1CC1CO,2
3605,CCCCOC(=N)C=O,CCCCOC(=N)C=O,3
3606,CCCC(O)CC(N)=O,CCCC(O)CC(N)=O,0
3607,N=C1OC23CCC12CC3,N=C1OC23CCC12CC3,3
3608,C#CCc1[nH]cc(n1)O,C#CCc1nc(O)c[nH]1,0
3609,Cc1c(nnn1C)N,Cc1c(N)nnn1C,4
3610,O=C1C2C3CC1N23,O=C1C2CC3C1N23,1
3611,CC1=CC2=C(ON=N2)O1,Cc1cc2nnoc2o1,0
3612,CNC(=O)NC(=O)CO,CNC(=O)NC(=O)CO,3
3613,CC1(CNC(=O)N1)C#N,CC1(C#N)CNC(=O)N1,0
3614,COC1C2CN2C1C=O,COC1C(C=O)N2CC12,3
3615,CN=COC(=O)NC=N,CN=COC(=O)NC=N,0
3616,O=CC1C=C2CC3C1C23,O=CC1C=C2CC3C2C13,1
3617,CCC1NC1(CO)C#N,CCC1NC1(C#N)CO,3
3618,c1c([nH]c(n1)O)C#N,N#Cc1cnc(O)[nH]1,3
3619,COc1nc(on1)OC,COc1noc(OC)n1,0
3620,OC1CC1C1NC1C#N,N#CC1NC1C1CC1O,4
3621,O=CC1NCCC1C#N,N#CC1CCNC1C=O,3
3622,NC(=O)C1NC1C1CO1,NC(=O)C1NC1C1CO1,4
3623,CCC1OC(C)C2NC12,CCC1OC(C)C2NC12,0
3624,CC1(C)C2CC1C=CC2,CC1(C)C2C=CCC1C2,1
3625,CCC1CN=C(O1)C#N,CCC1CN=C(C#N)O1,4
3626,c1c(c([nH]n1)N2CC2)O,Oc1cn[nH]c1N1CC1,0
3627,CCc1c(nccn1)C,CCc1nccnc1C,4
3628,OC1CCC(=O)C1C=O,O=CC1C(=O)CCC1O,1
3629,CN1CCc2c1coc2,CN1CCc2cocc21,1
3630,c1c[nH]c(c1N)C=O,Nc1cc[nH]c1C=O,1
3631,CC1=NCC(OC=N)O1,CC1=NCC(OC=N)O1,4
3632,CC12CN1CC2(O)CO,CC12CN1CC2(O)CO,2
3633,CCC#CCC(C)OC,CCC#CCC(C)OC,1
3634,CC1(C)C2C3CN2C13C,CC1(C)C2C3CN2C31C,0
3635,CCC(C)(C)OC(=O)C,CCC(C)(C)OC(C)=O,4
3636,Cc1c(ocn1)CCO,Cc1ncoc1CCO,4
3637,CC1=CC2C3CC1C23O,CC1=CC2C3CC1C23O,3
3638,CC1NC11C(C)OC1C,CC1NC12C(C)OC2C,3
3639,C1C2COCC3OC1C23,C1OCC2OC3CC1C23,0
3640,O=C1NC=CC2OC12,O=C1NC=CC2OC12,4
3641,Cn1c(noc1=O)C=O,Cn1c(C=O)noc1=O,1
3642,COc1cn[nH]c1O,COc1cn[nH]c1O,0
3643,CC1C(=O)CC1(O)C#N,CC1C(=O)CC1(O)C#N,2
3644,CC1OC11CCC1C#C,C#CC1CCC12OC2C,3
3645,Cc1cc([nH]c1)C2CC2,Cc1c[nH]c(C2CC2)c1,2
3646,CC1OC1(C#C)C(N)=O,C#CC1(C(N)=O)OC1C,0
3647,CC1C(CO)OC11CC1,CC1C(CO)OC12CC2,3
3648,CC1=C(COC1)C#C,C#CC1=C(C)COC1,1
3649,CC1(N)C(NC1=N)C#N,CC1(N)C(=N)NC1C#N,4
3650,CC1CC2C1OC2=O,CC1CC2C(=O)OC12,2
3651,N=COC1C2NC(=O)C12,N=COC1C2NC(=O)C21,2
3652,CCCC1(CC(=O)C1)C,CCCC1(C)CC(=O)C1,1
3653,CC12NC1C1C3OC1C23,CC12NC1C1C3OC1C32,0
3654,CN(C)C(=O)N(C)C=O,CN(C)C(=O)N(C)C=O,2
3655,O=C1OC23CCC2CC13,O=C1OC23CCC2CC13,0
3656,CC1C(C)C11COC1=N,CC1C(C)C12COC2=N,4
3657,Cc1c(nc(o1)N)OC,COc1nc(N)oc1C,4
3658,CC1=CC(O)COCC1,CC1=CC(O)COCC1,1
3659,OC1C2CCC1N2C=O,O=CN1C2CCC1C2O,2
3660,CC1(O)C=CC2COC12,CC1(O)C=CC2COC21,0
3661,CNc1cnn(c1O)C,CNc1cnn(C)c1O,1
3662,COC1C2OC1C2O,COC1C2OC1C2O,0
3663,CN1CC2OC(C#C)C12,C#CC1OC2CN(C)C12,1
3664,C1CC(C1)(CCO)C=O,O=CC1(CCO)CCC1,2
3665,C1CC1CC(=O)C#N,N#CC(=O)CC1CC1,0
3666,Cc1ncc(o1)N(=O)=O,Cc1ncc([N+](=O)[O-])o1,2
3667,CC1=CCC2CC12C=O,CC1=CCC2CC12C=O,4
3668,CC(CO)C1=NNN=N1,CC(CO)c1nn[nH]n1,3
3669,CN1C2CCCC12C#C,C#CC12CCCC1N2C,2
3670,CC(=O)C(C#C)C#N,C#CC(C#N)C(C)=O,1
3671,Cc1c2c(co1)C=CC2,Cc1occ2c1CC=C2,4
3672,CCC1(C)NC1COC,CCC1(C)NC1COC,4
3673,COCC(C)C(=O)CO,COCC(C)C(=O)CO,2
3674,CC1(CO)N2CC2C1=O,CC1(CO)C(=O)C2CN21,3
3675,C1CC2C1N1C=CN=C21,c1cn2c(n1)C1CCC12,4
3676,C#CC12CC1C1OCC21,C#CC12CC1C1OCC12,0
3677,C1C=CC(O1)(C#N)C#N,N#CC1(C#N)C=CCO1,2
3678,OC1CCC2=COC=C12,OC1CCc2cocc21,3
3679,CC1C2CCC2OC1=O,CC1C(=O)OC2CCC21,1
3680,CC1(COCC=O)CO1,CC1(COCC=O)CO1,4
3681,Cn1c(c(nn1)CO)N,Cn1nnc(CO)c1N,2
3682,C1CN1c2nc(no2)N,Nc1noc(N2CC2)n1,4
3683,CC1=CC23CC1C2CO3,CC1=CC23CC1C2CO3,4
3684,NCC1NC=NC1C#N,N#CC1N=CNC1CN,2
3685,C1CC(=O)C=C1CC#N,N#CCC1=CC(=O)CC1,0
3686,O=CCC12CC(O1)C=C2,O=CCC12C=CC(C1)O2,4
3687,C1CN=COCCC=C1,C1=CCCOC=NCC1,0
3688,CNC1(CC1C)C#N,CNC1(C#N)CC1C,4
3689,OCC1OC(=N)C(=N)O1,N=C1OC(CO)OC1=N,3
3690,OC1C=CC2CC12C=O,O=CC12CC1C=CC2O,1
3691,CC1C(CO)C1(C)C#N,CC1C(CO)C1(C)C#N,0
3692,CC12CC1(CO)CCO2,CC12CC1(CO)CCO2,3
3693,COC12C(O)C3C1OC23,COC12C(O)C3C1OC32,0
3694,ON=C1CC2C3CC1N23,ON=C1CC2C3CC1N23,1
3695,c1c(ncn1CC=O)O,O=CCn1cnc(O)c1,4
3696,NC(=O)C12NC1C1OC21,NC(=O)C12NC1C1OC12,3
3697,CCNc1cncnc1,CCNc1cncnc1,0
3698,O=CC1OC11C2CC1C2,O=CC1OC12C1CC2C1,3
3699,CC1CC(CCC#C)O1,C#CCCC1CC(C)O1,1
3700,OC1CNC(=O)NC1=N,N=C1NC(=O)NCC1O,4
3701,O=C1CC2COCC2=C1,O=C1C=C2COCC2C1,3
3702,C1OCC11C2CC=CC12,C1=CC2C(C1)C21COC1,1
3703,CC(O)C1CCCC1,CC(O)C1CCCC1,4
3704,OCC12CCC(O)C1O2,OCC12CCC(O)C1O2,3
3705,CC(C)([NH3+])C1=CN=N[N-]1,CC(C)([NH3+])c1cnn[n-]1,2
3706,CC1=CCc2n1cnc2,CC1=CCc2cncn21,0
3707,CN=CNC(=O)C(=O)N,CN=CNC(=O)C(N)=O,4
3708,CC1(CCNC1=O)C=O,CC1(C=O)CCNC1=O,2
3709,CCC1OCC1C(C)O,CCC1OCC1C(C)O,3
3710,CC1CC2OC2C2CC12,CC1CC2OC2C2CC12,0
3711,O=CC1CC2=CN=CN12,O=CC1Cc2cncn21,3
3712,CN=C1CC2CN=CN12,CN=C1CC2CN=CN12,3
3713,OCC12COC3CC1C23,OCC12COC3CC1C32,2
3714,CC1=NOC=CC1=N,Cc1noccc1=N,0
3715,CC1C(=O)C2NC2C1=O,CC1C(=O)C2NC2C1=O,0
3716,CCC1CCCC(C)O1,CCC1CCCC(C)O1,3
3717,CC(O)C(=O)NC=O,CC(O)C(=O)NC=O,0
3718,CNC1=NC(=N)C=CO1,CNc1nc(=N)cco1,2
3719,CC1OC(C#C)C1CO,C#CC1OC(C)C1CO,4
3720,CCC(CC)OC(=O)C,CCC(CC)OC(C)=O,1
3721,Cc1c(ccn1C=O)O,Cc1c(O)ccn1C=O,4
3722,CC12CC3(C1)OC=NC23,CC12CC3(C1)OC=NC23,3
3723,CC1=CCC(C1)NC=O,CC1=CCC(NC=O)C1,3
3724,OCC1N=COC1C#C,C#CC1OC=NC1CO,2
3725,CC12OC1C(O)C1OC21,CC12OC1C(O)C1OC12,0
3726,C#CC1OCCC11CN1,C#CC1OCCC12CN2,3
3727,CC1NC1(C=O)C(N)=O,CC1NC1(C=O)C(N)=O,1
3728,CC(C)C(OC=O)C#N,CC(C)C(C#N)OC=O,0
3729,CC(O)CCC1COC1,CC(O)CCC1COC1,1
3730,CC12CC(C1)OC=N2,CC12CC(C1)OC=N2,0
3731,O=C1COCCC2CC12,O=C1COCCC2CC12,4
3732,O=C1C2NC2C2CC1O2,O=C1C2CC(O2)C2NC12,2
3733,CCOCC12CCC1N2,CCOCC12CCC1N2,2
3734,OCC1C2CC(O)CN12,OCC1C2CC(O)CN12,3
3735,Cn1ccc(=O)c(c1)O,Cn1ccc(=O)c(O)c1,0
3736,CC1CN1CC1CO1,CC1CN1CC1CO1,2
3737,CCC1(O)C(O)C1CO,CCC1(O)C(O)C1CO,1
3738,CC1C2C(OC12C)C=O,CC1C2C(C=O)OC12C,0
3739,O=COC1CC1C1CO1,O=COC1CC1C1CO1,2
3740,OC1CC=CC(O)C1O,OC1C=CCC(O)C1O,4
3741,c1cnn(c1)C2COC2,c1cnn(C2COC2)c1,0
3742,C1OC=NCC#CC=C1,C1#CCN=COCC=C1,4
3743,COC1C2CCC12C#N,COC1C2CCC21C#N,0
3744,C#CC#Cc1ncco1,C#CC#Cc1ncco1,0
3745,CCC(CC)(COC)O,CCC(O)(CC)COC,2
3746,C1CC11CC2N=COC12,C1=NC2CC3(CC3)C2O1,4
3747,OCC12CC(C1)C1CN21,OCC12CC(C1)C1CN12,0
3748,c1c(nc([nH]1)O)OC=O,O=COc1c[nH]c(O)n1,3
3749,CC1CC2C3CC12CC3,CC1CC2C3CCC12C3,1
3750,C1C2OC3=CNN=C3C12,c1[nH]nc2c1OC1CC21,3
3751,OC1CC(O)C2OCC12,OC1CC(O)C2OCC12,3
3752,OC1C2NC1C(=O)C=C2,O=C1C=CC2NC1C2O,3
3753,CCc1cnc(o1)C=O,CCc1cnc(C=O)o1,4
3754,OC1CN(C2CC2)C1=O,O=C1C(O)CN1C1CC1,2
3755,C1CCC(=CC1)CO,OCC1=CCCCC1,2
3756,OC12CC1(O)C=CCC2,OC12C=CCCC1(O)C2,1
3757,CN1C2C3NC3C1C2O,CN1C2C(O)C1C1NC12,0
3758,N=C1NC(=NC=N1)C#N,N#Cc1ncnc(=N)[nH]1,3
3759,OCC12CC1CCCO2,OCC12CC1CCCO2,4
3760,COC12CC(C1)C1OC21,COC12CC(C1)C1OC12,1
3761,c1cn[nH]c(=O)c1CO,O=c1[nH]nccc1CO,2
3762,CN1C=CCC=CC1=O,CN1C=CCC=CC1=O,0
3763,CC1(CC1)OC(=N)C#C,C#CC(=N)OC1(C)CC1,1
3764,OC1CC(=O)C(O)C1=O,O=C1CC(O)C(=O)C1O,0
3765,C(CNC(=O)N)NC=O,NC(=O)NCCNC=O,4
3766,CC12CC1C1(CC1)C2=O,CC12CC1C1(CC1)C2=O,4
3767,COc1c([nH]c(=O)[nH]1)O,COc1[nH]c(=O)[nH]c1O,4
3768,COC(=O)C1CC1C,COC(=O)C1CC1C,4
3769,c1cc(n(c1O)C=O)O,O=Cn1c(O)ccc1O,1
3770,CC(C)Oc1conn1,CC(C)Oc1conn1,2
3771,CC1(O)CN=C(N)C1O,CC1(O)CN=C(N)C1O,2
3772,CCCC1(O)CC1(C)O,CCCC1(O)CC1(C)O,3
3773,C(C=O)c1c(n[nH]n1)N,Nc1n[nH]nc1CC=O,0
3774,O=C1COC(O1)C1CN1,O=C1COC(C2CN2)O1,0
3775,CC1C2CCN(C=O)C12,CC1C2CCN(C=O)C12,2
3776,CCC(C)C(=O)N1CC1,CCC(C)C(=O)N1CC1,3
3777,OC12CC1C1OC=NC21,OC12CC1C1OC=NC12,0
3778,c1(nc(on1)N)C(=N)N,N=C(N)c1noc(N)n1,2
3779,CC12CC1C(C#C)C2=O,C#CC1C(=O)C2(C)CC12,1
3780,CN=C1OC=CC(F)=C1,CN=c1cc(F)cco1,2
3781,O=CCC1OCCC1=O,O=CCC1OCCC1=O,1
3782,CC(O)C1(C)NC1C,CC(O)C1(C)NC1C,0
3783,CC#CC(CO)C#CC,CC#CC(C#CC)CO,4
3784,COC1CC(=O)C(C)=C1,COC1C=C(C)C(=O)C1,3
3785,CCC1OC(=O)N2CC12,CCC1OC(=O)N2CC12,4
3786,C(C1CO1)C1=CNN=C1,c1n[nH]cc1CC1CO1,4
3787,O=CC#CC12CCC1N2,O=CC#CC12CCC1N2,0
3788,CC12CC=CC1C1NC21,CC12CC=CC1C1NC12,4
3789,CCC(O)CCNC=O,CCC(O)CCNC=O,1
3790,OCC1=CC2OC2C1,OCC1=CC2OC2C1,0
3791,CC1C2OC(=O)CC12C,CC1C2OC(=O)CC12C,2
3792,CC1NC(=O)C(=O)C1C,CC1NC(=O)C(=O)C1C,0
3793,C#CC1CC1(C#N)C#N,C#CC1CC1(C#N)C#N,1
3794,CCC12C3C1C1C3OC21,CCC12C3OC4C3C1C42,2
3795,COC(=O)C1NCC=C1,COC(=O)C1C=CCN1,1
3796,CC12OC3=NCCC1C23,CC12OC3=NCCC1C32,1
3797,CCC1CC=CC2NC12,CCC1CC=CC2NC12,4
3798,CCC12C3C4OC1C4N23,CCC12C3OC4C3N1C42,2
3799,O=C1CC2(CCC12)C#N,N#CC12CCC1C(=O)C2,1
3800,OC1C2CC=CC1O2,OC1C2C=CCC1O2,0
3801,Cc1nc(no1)COC,COCc1noc(C)n1,0
3802,CC12CC(O)C1C(O)C2,CC12CC(O)C1C(O)C2,1
3803,C1CC(C1)(C#N)C#N,N#CC1(C#N)CCC1,4
3804,N=C1OC23CC12CCC3,N=C1OC23CCCC12C3,1
3805,CC(O)C1=NCC(C)O1,CC1CN=C(C(C)O)O1,3
3806,CC12CC1C1(CO1)CO2,CC12CC1C1(CO2)CO1,1
3807,CCNc1ncc(o1)C,CCNc1ncc(C)o1,1
3808,CC(N)(C#N)C1CC1O,CC(N)(C#N)C1CC1O,4
3809,c1c(c(on1)N)N(=O)=O,Nc1oncc1[N+](=O)[O-],4
3810,CCC(CC)(C#C)C#C,C#CC(C#C)(CC)CC,4
3811,CC1(COC(=N)N1)C=O,CC1(C=O)COC(=N)N1,0
3812,CCN1CC1C(O)C#C,C#CC(O)C1CN1CC,4
3813,CCCC(NC)C#N,CCCC(C#N)NC,2
3814,CC1C(O)C(C)N1C=O,CC1C(O)C(C)N1C=O,4
3815,CC1(C)CC11CCC=C1,CC1(C)CC12C=CCC2,2
3816,O=C1C2C3C1CN23,O=C1C2CN3C1C23,0
3817,OC1CNC(C#N)C1=O,N#CC1NCC(O)C1=O,2
3818,CC1COC(C1)OC=O,CC1COC(OC=O)C1,1
3819,C1C2CC3CC(CC12)O3,C1C2CC3CC3CC1O2,3
3820,NC1(C#N)C2C3CC1N23,N#CC1(N)C2CC3C1N32,3
3821,CC1C(C2CO2)N1C,CC1C(C2CO2)N1C,1
3822,N=C1OC=CNC1=O,N=c1occ[nH]c1=O,2
3823,CCC(=O)CNCC#N,CCC(=O)CNCC#N,1
3824,Cc1cc2c([nH]1)nc[nH]2,Cc1cc2[nH]cnc2[nH]1,4
3825,CCc1cc([nH]c1)C,CCc1c[nH]c(C)c1,3
3826,C(C1CC1)C12CN(C1)C2,C1CC1CC12CN(C1)C2,3
3827,CN=c1ccnc([nH]1)O,CN=c1ccnc(O)[nH]1,2
3828,CC(=O)C1OCCCO1,CC(=O)C1OCCCO1,4
3829,CC1C2CCCC12CO,CC1C2CCCC12CO,0
3830,C1CC23COC12CO3,C1CC23COC12CO3,1
3831,N#CC12NC3CC1C23,N#CC12NC3CC1C32,4
3832,COC1COC1C1CO1,COC1COC1C1CO1,1
3833,CCC12CN3C1C2C3=O,CCC12CN3C(=O)C1C32,2
3834,CCC1CC(C=O)C1O,CCC1CC(C=O)C1O,0
3835,OC1C2CN(CC12)C=O,O=CN1CC2C(O)C2C1,3
3836,C(CO)C(CO)CO,OCCC(CO)CO,4
3837,CC(=O)n1c(ncn1)N,CC(=O)n1ncnc1N,1
3838,CCC1OC1C(N)=O,CCC1OC1C(N)=O,1
3839,COC12CCC1(C)CC2,COC12CCC1(C)CC2,2
3840,CC(CN1CC1)C1CC1,CC(CN1CC1)C1CC1,4
3841,CCN=C1NC2CC12O,CCN=C1NC2CC12O,4
3842,OC1C2CC(C1O)C2=O,O=C1C2CC1C(O)C2O,3
3843,c1c[nH]nc1CCCO,OCCCc1cc[nH]n1,0
3844,CCC1(O)C2OC=NC12,CCC1(O)C2N=COC21,2
3845,COC12CC(C1)C=C2,COC12C=CC(C1)C2,2
3846,OC1C2N=COC12C#N,N#CC12OC=NC1C2O,4
3847,COc1coc(n1)CO,COc1coc(CO)n1,0
3848,COC1(C)CC1OC=N,COC1(C)CC1OC=N,2
3849,CCC1OC11CC(C)C1,CCC1OC12CC(C)C2,2
3850,CCNC(=O)NCCO,CCNC(=O)NCCO,2
3851,OC1CC11CC2COC12,OC1CC12CC1COC12,1
3852,CNC(=O)C1(CO)CN1,CNC(=O)C1(CO)CN1,0
3853,CC1=C(C)CC2(CO2)C1,CC1=C(C)CC2(CO2)C1,3
3854,CC1=C(C)C2(O)CC2C1,CC1=C(C)C2(O)CC2C1,0
3855,CNC1CC2NC12C#N,CNC1CC2NC12C#N,3
3856,O=CCCC1CC2OC12,O=CCCC1CC2OC12,3
3857,CNc1c(non1)C#C,C#Cc1nonc1NC,2
3858,CC(CO)C12CCC1O2,CC(CO)C12CCC1O2,2
3859,[NH3+]CC1=COC([O-])=C1O,[NH3+]Cc1coc([O-])c1O,4
3860,c1nc(n(n1)C(=O)N)N,NC(=O)n1ncnc1N,0
3861,C1CC1(CC#CC#N)O,N#CC#CCC1(O)CC1,0
3862,OCC1COC(CO)O1,OCC1COC(CO)O1,3
3863,CCNc1cnoc1N,CCNc1cnoc1N,0
3864,O=C1CNC(C=C1)C#N,N#CC1C=CC(=O)CN1,4
3865,CC1(CN=CO1)C#C,C#CC1(C)CN=CO1,0
3866,N#CC1C2COCC1O2,N#CC1C2COCC1O2,0
3867,COC1OCC(=O)C=C1,COC1C=CC(=O)CO1,1
3868,CCN1CC1(C)CC#C,C#CCC1(C)CN1CC,4
3869,CCc1cc(nn1C)O,CCc1cc(O)nn1C,1
3870,CC1COCC1OC=N,CC1COCC1OC=N,3
3871,CC1CCC(CC=O)O1,CC1CCC(CC=O)O1,2
3872,c1c([nH]c(nc1=O)F)N,Nc1cc(=O)nc(F)[nH]1,3
3873,CC1CC(=O)C=CC1O,CC1CC(=O)C=CC1O,4
3874,CC12OC1C(=O)OC2=N,CC12OC1C(=O)OC2=N,3
3875,CNc1c([nH]c(n1)N)O,CNc1nc(N)[nH]c1O,4
3876,C1CC1C(=O)NC2CC2,O=C(NC1CC1)C1CC1,4
3877,CC1(C2(CC2)C(=O)N1)C,CC1(C)NC(=O)C12CC2,0
3878,CC1(O)CC(=O)C1(C)C,CC1(O)CC(=O)C1(C)C,1
3879,COC1(C=O)C2CC1C2,COC1(C=O)C2CC1C2,3
3880,O=C1OC2C3OCC3C12,O=C1OC2C3OCC3C12,1
3881,CC1CCC(=O)NC1=N,CC1CCC(=O)NC1=N,4
3882,O=CC1C=CCCC=C1,O=CC1C=CCCC=C1,1
3883,CC(O)(C#C)C1(C)CC1,C#CC(C)(O)C1(C)CC1,4
3884,CC1CC2=NC=CN12,CC1Cc2nccn21,1
3885,CC1CC2CC1CCO2,CC1CC2CC1CCO2,4
3886,CCC12CC1N=C(C)O2,CCC12CC1N=C(C)O2,4
3887,CC(O)C(=O)C(C)(C)O,CC(O)C(=O)C(C)(C)O,1
3888,CCC12NC1CC21CN1,CCC12NC1CC21CN1,1
3889,CC1CC(CO)CCO1,CC1CC(CO)CCO1,1
3890,CC1C2OC(=O)C(O)C12,CC1C2OC(=O)C(O)C12,2
3891,NC(CC#CCO)C#N,N#CC(N)CC#CCO,3
3892,C1OC11CC2OCC=C12,C1=C2C(CC23CO3)OC1,4
3893,CCCC(OC=O)C#N,CCCC(C#N)OC=O,4
3894,O=C1CN2C3CC2C3N1,O=C1CN2C3CC2C3N1,1
3895,C1CC2CN=COC2C1,C1=NCC2CCCC2O1,4
3896,CC1C2C3CN3C12C,CC1C2C3CN3C12C,3
3897,CCCN=C(C)OC=O,CCCN=C(C)OC=O,3
3898,N#CC12C3CN=C1OC23,N#CC12C3=NCC1C2O3,2
3899,[N-]1[NH+]=CC=C2C=CN=C12,c1cc2cc[nH+][n-]c-2n1,1
3900,CCC(C)OC1CCC1,CCC(C)OC1CCC1,2
3901,C1OC2OCC1C1OC21,C1OC2OCC1C1OC21,3
3902,OC1CCC(C1)C=O,O=CC1CCC(O)C1,2
3903,CN1C2C3OC(=O)C1C23,CN1C2C(=O)OC3C2C31,1
3904,CCC1=NOC(=N)N1C,CCc1noc(=N)n1C,4
3905,CN1C2CC1(C)C2=O,CN1C2CC1(C)C2=O,4
3906,O1C=C2C=CC=C2N=N1,c1cc2connc-2c1,1
3907,CC1OCC1(CO)C#N,CC1OCC1(C#N)CO,0
3908,COC1CCC(C1)C#N,COC1CCC(C#N)C1,1
3909,CNc1cccn1C=O,CNc1cccn1C=O,0
3910,CC1(CO1)C(O)CCO,CC1(C(O)CCO)CO1,1
3911,c1c(con1)OC2CC2,c1nocc1OC1CC1,4
3912,CCC12OC1CC2(C)C,CCC12OC1CC2(C)C,3
3913,CC(O)C(N)=NCC#C,C#CCN=C(N)C(C)O,4
3914,O=CC1(COCO1)C#C,C#CC1(C=O)COCO1,2
3915,CCc1c(non1)C=O,CCc1nonc1C=O,2
3916,c1coc(=NCC=O)[nH]1,O=CCN=c1[nH]cco1,3
3917,CNC(CC(C)=O)C#N,CNC(C#N)CC(C)=O,4
3918,Cc1c([nH]nn1)COC,COCc1[nH]nnc1C,2
3919,CC(O)C1COCC1C,CC(O)C1COCC1C,2
3920,CC1C2(C)C3CC1(O)C23,CC1C2(O)CC3C2C31C,4
3921,Cc1cc([nH]c(=O)n1)N,Cc1cc(N)[nH]c(=O)n1,3
3922,CC1CC(C)=CC1=O,CC1=CC(=O)C(C)C1,1
3923,COC12CC3CC1C2C3,COC12CC3CC1C2C3,2
3924,OC1CC2OC(=N)C=C12,N=C1C=C2C(O)CC2O1,1
3925,CC1(CO1)C1(CN1)C#C,C#CC1(C2(C)CO2)CN1,2
3926,O=CCOC(C=O)C#N,N#CC(C=O)OCC=O,2
3927,O1C2C=CC1C=C2,C1=CC2C=CC1O2,1
